ISO_3 country name,Country name,Income group,WHO Region,Year reported fatalities,Reported fatalities gender distribution  (% Males),Reported fatalities gender distribution  (%Females),Reported fatalities user distribution  (% powered light vehicles),Reported fatalities user distribution  (% powered 2/ wheelers),Reported fatalities user distribution  (% pedestrian),Reported fatalities user distribution  (% cyclist),Reported fatalities user distribution  (% other),WHO-estimated rate per 100 000 population,Total paved kilometres (year),Year total paved kilometres,Total registered vehicles ,Total registered vehicles rate per 100 000 pop,Cars and 4-wheeled light vehicles ,Powered 2- and 3-wheelers ,Heavy trucks ,Buses ,Year total registered vehicles,Year by fatality reduction target ,Adherence to one or more of the 7 UN road safety conventions,Legislation setting appropriate urban speed limits for passenger cars and motorcycles,Legislation on drink driving,Legislation requiring adult motorcycle riders to wear a helmet properly fastened that meets appropriate standards,Legislation on the use of seat belts for all motor vehicle occupants (UNVTI 8a),Legislation requiring the use of child safety restraint systems that meet appropriate standards,2010 WHO-estimated rate per 100 000 population (update),2016 WHO-estimated rate per 100 000 population (update)
MLT,Malta,High income,European Region,2021,67.0,33.0,33.3,22.2,44.4,0.0,0.1,1.9,1251.0,2021.0,2371968.5,30510.00001841328,1670848.0,244394.0,95786.0,19225.0,2021.0,2030.0,3,2,3,2,3,1,3.8,4.9
MRT,Mauritania,Lower middle income,African Region,2021,79.0,20.74,35.25,15.4,24.0,2.5,7.799999999999999,9.5,16646.0,2021.0,400000.0,8667.437779714468,1670848.0,244394.0,95786.0,19225.0,2021.0,2024.0,0,1,1,2,2,1,22.1,18.4
MUS,Mauritius,Upper middle income,African Region,2021,79.0,20.74,16.7,45.8,30.6,6.9,0.0,9.7,2834.0,2020.0,622988.0,47962.18382265198,393.0,229563.0,20983.0,3151.0,2021.0,2030.0,0,1,2,2,3,1,12.7,12.7
MEX,Mexico,Upper middle income,Region of the Americas,2021,81.1,18.8,13.9,15.2,17.7,0.6,52.599999999999994,12.0,175525.0,2021.0,53115396.0,41920.47523755509,35460804.0,5939262.0,11262666.0,452664.0,2021.0,2024.0,0,3,2,2,1,3,14.7,13.9
MNG,Mongolia,Lower middle income,Western Pacific Region,2021,56.2,43.8,65.5,0.0,33.7,0.8,0.0,12.4,16646.0,2021.0,1234701.0,36881.16490261313,1093500.0,71677.0,225539.0,34073.0,2021.0,2023.0,2,1,2,2,3,1,18.7,16.3
MNE,Montenegro,Upper middle income,European Region,2021,81.82,18.18,65.37,18.18,12.73,1.81,1.9100000000000001,9.1,2114.0,2022.0,254409.0,40520.08492352582,221768.0,6261.0,18981.0,1225.0,2021.0,2022.0,5,2,3,3,3,2,15.5,10.6
MAR,Morocco,Lower middle income,Eastern Mediterranean Region,2021,85.75,13.49,25.200000000000003,39.4,24.4,5.1,5.9,18.6,55277.0,2021.0,6574280.0,17731.62274064946,2663078.0,2115896.0,205624.0,13984.0,2021.0,2026.0,4,1,3,3,2,1,24.6,19.7
MOZ,Mozambique,Low income,African Region,2021,53.0,47.0,44.5,15.4,55.5,2.5,0.0,20.1,38915.0,2021.0,1165705.0,3634.075454268394,1670848.0,244394.0,95786.0,19225.0,2021.0,2030.0,0,1,3,2,3,2,26.0,23.9
MMR,Myanmar,Lower middle income,South-East Asia Region,2019,80.0,20.0,10.600000000000001,47.0,11.7,3.4,27.3,19.3,60481.0,2022.0,7562508.0,14057.20694439601,596252.0,6243041.0,53241.0,29193.0,2021.0,2030.0,2,2,1,3,3,2,34.4,28.4
NAM,Namibia,Upper middle income,African Region,2021,72.4,26.4,65.3,0.0,32.7,0.9,1.1,22.0,56938.0,2022.0,401476.0,15867.66955806195,346978.0,244394.0,19899.0,5405.0,2021.0,2030.0,1,1,2,2,3,1,26.5,32.7
NPL,Nepal,Lower middle income,South-East Asia Region,2021,82.06,17.94,35.1,34.0,22.7,3.6,4.6,28.2,20248.0,2021.0,3987267.0,13275.40689294076,344687.0,3160623.0,108789.0,95284.0,2021.0,2030.0,0,2,1,2,2,1,25.0,23.4
NLD,Netherlands (Kingdom of the),High income,European Region,2021,73.4,26.6,32.1,17.4,7.4,35.6,7.5,3.4,2790.0,2021.0,19622036.0,112115.0544495802,8793592.0,3261297.0,62491.0,9277.0,2021.0,2050.0,7,3,3,1,3,3,4.0,3.8
NZL,New Zealand,High income,Western Pacific Region,2021,75.0,25.0,69.6,15.4,7.8,2.2,5.0,6.6,65179.0,2021.0,4435286.0,86462.417980528,4044804.0,244394.0,155871.0,11417.0,2021.0,2030.0,3,3,3,3,3,2,9.3,7.3
NIC,Nicaragua,Lower middle income,Region of the Americas,2021,88.0,12.0,23.2,26.0,32.8,5.5,12.5,13.6,16646.0,2021.0,2371968.5,30510.00001841328,1670848.0,244394.0,95786.0,19225.0,2021.0,2025.0,0,2,2,2,1,1,13.1,12.8
NER,Niger,Low income,African Region,2021,79.0,20.74,67.0,0.0,33.0,0.0,0.0,24.9,4951.0,2021.0,2371968.5,30510.00001841328,1670848.0,244394.0,95786.0,19225.0,2021.0,2030.0,2,3,3,2,3,2,23.4,22.4
NGA,Nigeria,Lower middle income,African Region,2021,19.0,81.0,35.25,15.4,24.0,2.5,7.799999999999999,17.2,84000.0,2019.0,15189136.0,7117.63909729838,1670848.0,244394.0,95786.0,19225.0,2021.0,2030.0,7,3,3,3,3,2,17.5,16.2
NIU,Niue,,Western Pacific Region,2021,79.0,20.74,100.0,0.0,0.0,0.0,0.0,0.0,16646.0,2021.0,2371968.5,30510.00001841328,1670848.0,244394.0,95786.0,19225.0,2021.0,2030.0,0,1,0,0,1,0,0.0,0.0
MKD,North Macedonia,Upper middle income,European Region,2021,82.76,17.24,50.019999999999996,10.34,19.82,6.03,13.790000000000001,5.7,4410.0,2021.0,549653.0,26132.51368068729,477820.0,15786.0,43327.0,2946.0,2021.0,2030.0,4,2,3,3,3,2,8.0,8.1
NOR,Norway,High income,European Region,2021,80.0,20.0,52.0,19.0,11.0,4.0,14.0,1.5,1628.0,2021.0,5819916.0,107715.9611261922,3390144.0,369441.0,69931.0,14883.0,2021.0,2030.0,6,3,3,2,3,3,4.4,2.7
PSE,Palestine,Lower middle income,Eastern Mediterranean Region,2021,72.45,27.55,40.32,1.08,48.92,0.54,9.14,4.7,12039.0,2021.0,435584.0,8485.305622481197,368747.0,4003.0,59496.0,2709.0,2021.0,2030.0,1,2,1,3,3,3,4.3,7.0
OMN,Oman,High income,Eastern Mediterranean Region,2021,87.3,12.7,0.0,0.0,21.4,0.0,78.6,11.0,40445.0,2021.0,1552665.0,34347.41645284308,1349155.0,6957.0,48738.0,38150.0,2021.0,2030.0,1,1,1,2,3,2,32.1,29.7
PAK,Pakistan,Lower middle income,Eastern Mediterranean Region,2021,79.0,20.74,16.1,38.6,40.9,0.0,4.4,11.9,506706.0,2021.0,34301159.0,14823.18288384544,4517158.0,27293287.0,316954.0,166702.0,2021.0,2030.0,3,1,1,2,1,1,13.4,12.9
PAN,Panama,High income,Region of the Americas,2021,85.0,15.0,32.3,4.4,40.0,5.7,17.6,7.3,16646.0,2021.0,2371968.5,30510.00001841328,1670848.0,244394.0,95786.0,19225.0,2020.0,2030.0,0,1,2,2,3,1,12.1,13.1
PRY,Paraguay,Upper middle income,Region of the Americas,2020,86.1,13.9,13.5,60.9,16.3,0.6,8.7,21.0,16646.0,2021.0,2684358.0,40042.34017159524,964120.0,971762.0,85331.0,9670.0,2021.0,2030.0,1,3,3,3,3,2,21.9,19.4
PER,Peru,Upper middle income,Region of the Americas,2021,76.1,21.6,24.0,33.0,26.0,2.0,15.0,12.7,22672.0,2022.0,7688373.0,22803.69448197832,2277257.0,4501643.0,547970.0,280837.0,2021.0,2026.0,2,3,2,2,3,1,13.1,13.0
PHL,Philippines,Lower middle income,Western Pacific Region,2020,85.0,15.0,0.6799999999999999,14.28,2.93,0.64,81.47,9.7,65980.0,2021.0,13.0,0.01141549223497143,4389676.0,8070821.0,473266.0,25986.0,2021.0,2022.0,4,3,2,2,3,3,11.2,13.4
POL,Poland,High income,European Region,2021,76.3,23.6,52.9,12.0,23.5,8.2,3.4,6.5,315512.0,2021.0,34030267.0,88833.95219021876,25869804.0,3169014.0,535346.0,126547.0,2021.0,2030.0,6,3,3,2,3,3,11.7,9.4
PRT,Portugal,High income,European Region,2021,78.8,21.2,36.8,25.3,17.8,6.1,14.0,7.2,26506.0,2021.0,7370801.0,71630.00214866654,5410000.0,521000.0,135000.0,17300.0,2021.0,2030.0,6,3,3,3,3,3,11.2,7.4
QAT,Qatar,High income,Eastern Mediterranean Region,2021,94.0,6.0,48.3,2.2,32.0,2.8,14.7,7.3,11285.0,2022.0,1803726.0,67097.03578742186,1670848.0,34441.0,95786.0,19225.0,2021.0,2030.0,1,1,1,2,2,1,16.3,8.4
KOR,Republic of Korea,High income,Western Pacific Region,2021,73.9,26.1,18.5,21.6,34.9,6.0,19.0,6.9,99607.0,2021.0,27124938.0,52334.29530258447,20523615.0,2213837.0,819557.0,637001.0,2021.0,2026.0,3,1,2,2,3,1,14.3,9.8
MDA,Republic of Moldova,Upper middle income,European Region,2021,74.7,24.9,42.79,10.5,33.85,5.83,7.03,9.1,6406.0,2021.0,928832.0,30339.055353803,716906.0,244394.0,190850.0,21076.0,2021.0,2030.0,6,2,2,2,3,1,13.2,10.3
RUS,Russian Federation,Upper middle income,European Region,2021,74.7,25.2,59.400000000000006,6.3,26.2,2.1,6.000000000000001,10.6,2089070.0,2021.0,60141889.0,41447.79263495032,50304104.0,2329852.0,3250646.0,843855.0,2021.0,2024.0,7,1,2,3,3,2,22.6,15.2
RWA,Rwanda,Low income,African Region,2021,86.2,13.8,14.6,21.0,32.3,23.1,9.0,11.6,2295.0,2021.0,270673.0,2010.661506023524,1670848.0,244394.0,95786.0,19225.0,2021.0,2030.0,1,1,2,2,2,1,18.9,15.2
LCA,Saint Lucia,Upper middle income,Region of the Americas,2021,7.1,92.9,46.7,20.0,13.3,13.3,6.7,8.9,16646.0,2021.0,75194.0,41855.5977979527,1670848.0,244394.0,95786.0,19225.0,2021.0,2030.0,0,1,2,2,2,1,9.4,9.1
WSM,Samoa,Lower middle income,Western Pacific Region,2021,63.1,31.58,21.05,0.0,63.16,0.0,15.79,9.6,1228.0,2022.0,29756.0,13601.87233731327,1670848.0,62.0,80.0,544.0,2021.0,2030.0,0,1,2,2,2,1,11.3,10.2
STP,Sao Tome and Principe,Lower middle income,African Region,2021,79.0,20.74,25.0,32.1,42.9,0.0,0.0,11.7,16646.0,2021.0,2371968.5,30510.00001841328,1670848.0,244394.0,95786.0,19225.0,2020.0,2030.0,0,2,1,1,2,1,18.7,12.2
SAU,Saudi Arabia,High income,Eastern Mediterranean Region,2021,89.0,11.0,35.25,15.4,24.0,2.5,7.799999999999999,18.5,72580.0,2022.0,14771089.0,41087.41667268422,1670848.0,106188.0,95786.0,19225.0,2021.0,2030.0,2,1,1,2,3,1,32.2,38.8
SEN,Senegal,Lower middle income,African Region,2021,79.0,20.74,55.4,15.4,44.6,2.5,0.0,20.8,6214.0,2021.0,2371968.5,30510.00001841328,1670848.0,244394.0,95786.0,19225.0,2021.0,2020.0,3,3,1,1,2,1,21.0,19.1
SRB,Serbia,Upper middle income,European Region,2021,78.0,22.0,44.0,8.8,28.4,9.2,9.6,7.4,14463.0,2022.0,2373492.0,32527.98601682471,1670848.0,84747.0,95786.0,10446.0,2021.0,2030.0,5,3,3,2,3,1,8.9,8.4
SYC,Seychelles,High income,African Region,2021,85.7,14.2,0.0,42.8,28.6,0.0,28.6,6.6,508.0,2010.0,28496.0,26764.0953874764,1670848.0,1467.0,95786.0,19225.0,2021.0,2030.0,2,1,2,2,3,1,14.1,11.9
SLE,Sierra Leone,Low income,African Region,2021,40.0,60.0,35.25,15.4,24.0,2.5,7.799999999999999,13.8,16646.0,2021.0,60361.0,716.8219141511911,1670848.0,244394.0,95786.0,19225.0,2021.0,2030.0,1,2,2,2,3,1,24.3,20.9
SGP,Singapore,High income,Western Pacific Region,2021,84.1,15.9,17.8,46.7,21.5,10.3,3.6999999999999997,1.9,4475.0,2021.0,988755.0,16642.73715464917,1670848.0,142229.0,45867.0,17836.0,2021.0,2030.0,1,1,2,3,3,3,3.9,2.5
SVK,Slovakia,High income,European Region,2021,79.0,20.74,50.2,8.7,29.1,7.6,4.4,6.4,18158.0,2022.0,2371968.5,30510.00001841328,1670848.0,244394.0,95786.0,19225.0,2021.0,2030.0,7,2,3,2,3,3,9.0,6.2
SVN,Slovenia,High income,European Region,2021,81.6,18.4,43.8,30.7,13.2,8.8,3.5,5.8,19881.0,2021.0,1652951.0,77991.09186047061,1202575.0,136708.0,123658.0,2638.0,2021.0,2022.0,7,2,3,3,3,2,7.1,6.4
SOM,Somalia,Low income,Eastern Mediterranean Region,2021,79.0,20.74,35.25,15.4,24.0,2.5,7.799999999999999,20.2,2860.0,2019.0,131523.0,770.6916043467843,121523.0,244394.0,10000.0,0.0,2021.0,2030.0,0,3,1,1,1,1,29.7,28.1
ZAF,South Africa,Upper middle income,African Region,2021,76.0,20.0,57.0,0.0,42.0,1.0,0.0,24.5,68751.0,2015.0,7652077.0,12883.96441589901,2671314.0,347631.0,389112.0,414011.0,2021.0,2030.0,4,1,2,2,3,1,31.2,28.9
SSD,South Sudan,Low income,African Region,2022,79.0,20.74,35.25,15.4,24.0,2.5,7.799999999999999,23.3,1200.0,2021.0,32910.0,306.1887529455898,1670848.0,72947.0,7541.0,13196.0,2021.0,2030.0,0,2,1,1,1,1,30.9,25.8
ESP,Spain,High income,European Region,2021,79.19,20.74,45.269999999999996,25.77,19.63,4.11,5.22,3.5,280266.0,2019.0,36534364.0,76935.61186882245,29644569.0,5734276.0,585272.0,64447.0,2021.0,2030.0,5,3,2,2,3,3,5.5,4.1
LKA,Sri Lanka,Lower middle income,South-East Asia Region,2021,84.47,14.52,14.55,11.58,26.98,42.85,4.04,11.5,12536.0,2022.0,8331702.0,38265.43539902582,1355597.0,6012039.0,379831.0,112864.0,2021.0,2030.0,1,2,2,3,2,1,13.6,14.1
SDN,Sudan,Low income,Eastern Mediterranean Region,2021,80.5,19.5,0.0,0.0,26.7,0.0,73.3,19.6,12000.0,2022.0,1867458.0,4090.171798087846,1670848.0,32260.0,95786.0,19225.0,2021.0,2030.0,0,3,1,2,2,1,26.4,22.5
SUR,Suriname,Upper middle income,Region of the Americas,2021,70.0,30.0,39.0,0.0,17.0,3.0,41.0,16.2,2474.0,2022.0,244016.0,39807.82564010539,1670848.0,37258.0,6145.0,3574.0,2021.0,2030.0,0,2,3,1,3,2,16.5,13.1
SWE,Sweden,High income,European Region,2021,74.0,26.0,56.0,14.0,12.0,10.0,8.0,2.1,79900.0,2022.0,6584881.0,62910.28926167399,4986750.0,415288.0,85554.0,13594.0,2021.0,2030.0,7,3,3,3,3,3,3.0,3.0
CHE,Switzerland,High income,European Region,2021,77.0,23.0,34.0,25.0,18.5,19.5,3.0,2.4,84676.0,2022.0,6312055.0,72624.09557210881,5177343.0,770873.0,52503.0,13290.0,2021.0,2030.0,4,2,3,2,3,3,4.3,2.7
SYR,Syrian Arab Republic,Low income,Eastern Mediterranean Region,2021,85.98,14.02,18.8,6.4,64.7,5.9,4.2,29.9,8958.0,2021.0,2596542.0,12176.4083313704,1670848.0,560842.0,95786.0,19225.0,2021.0,2030.0,1,1,1,1,2,1,17.4,22.5
TJK,Tajikistan,Lower middle income,European Region,2021,79.0,20.74,57.4,15.4,40.3,2.3,0.0,13.9,19190.0,2021.0,527332.0,5408.49783139885,1670848.0,3411.0,95786.0,19225.0,2021.0,2030.0,4,1,1,2,2,1,21.8,18.6
THA,Thailand,Upper middle income,South-East Asia Region,2021,72.78,19.02,0.0,51.47,2.09,0.39,46.05,25.4,405398.0,2021.0,42313968.0,59096.81028237791,17934311.0,21864326.0,1201832.0,140890.0,2021.0,2027.0,3,1,3,3,3,2,45.8,35.0
TLS,Timor-Leste,Lower middle income,South-East Asia Region,2021,79.0,20.74,35.25,15.4,24.0,2.5,7.799999999999999,12.0,16646.0,2021.0,232012.0,17564.13226318794,5149.0,179543.0,167.0,926.0,2021.0,2030.0,0,2,2,3,3,1,18.6,15.9
TGO,Togo,Low income,African Region,2021,79.0,20.74,11.47,59.56,22.65,0.0,6.32,22.7,11777.0,2021.0,93944.0,1086.707440945333,20313.0,65363.0,1380.0,101.0,2021.0,2030.0,1,1,2,2,3,1,23.4,20.9
TTO,Trinidad and Tobago,High income,Region of the Americas,2021,15.0,85.0,44.0,11.0,39.0,1.0,5.0,5.0,9638.0,2020.0,936640.0,61392.32582818092,1670848.0,244394.0,95786.0,19225.0,2021.0,2030.0,1,2,2,2,2,2,16.6,9.5
TUN,Tunisia,Lower middle income,Eastern Mediterranean Region,2019,84.12,15.88,35.11,32.74,28.11,2.07,1.9699999999999998,16.3,16646.0,2021.0,2327348.0,18978.70218135185,2070143.0,22559.0,66835.0,23940.0,2021.0,2030.0,7,3,3,2,3,1,21.9,24.4
TUR,Türkiye,Upper middle income,European Region,2021,77.0,23.0,46.7,16.4,22.05,2.5,12.35,6.5,65193.0,2022.0,25249119.0,29783.54311351911,13706065.0,3744370.0,886303.0,693688.0,2021.0,2030.0,5,3,2,2,3,3,7.2,9.3
UGA,Uganda,Low income,African Region,2021,81.0,19.0,14.04,46.11,33.27,4.3,2.28,16.0,5745.0,2022.0,1391510.0,3034.668157550725,1670848.0,244394.0,95786.0,19225.0,2021.0,2030.0,7,2,2,2,3,1,19.8,15.1
ARE,United Arab Emirates,High income,Eastern Mediterranean Region,2021,91.9,8.1,61.4,8.5,10.0,2.1,18.0,5.9,84271.0,2021.0,3881228.0,41443.33056242055,3839393.0,102389.0,149816.0,108271.0,2021.0,2021.0,3,1,3,3,3,2,14.2,11.8
GBR,United Kingdom of Great Britain and Northern Ireland,High income,European Region,2021,77.7,22.3,43.9,18.9,22.2,7.0,8.0,2.4,16646.0,2021.0,39034266.0,58016.74079379185,36284680.0,1315271.0,504565.0,140675.0,2021.0,2030.0,5,3,2,3,3,3,3.6,2.8
TZA,United Republic of Tanzania,Lower middle income,African Region,2021,80.77,19.23,50.14,22.08,22.88,4.53,0.37,15.8,11192.0,2021.0,3225017.0,5071.711738823036,4682.0,211211.0,6085.0,2013.0,2021.0,2030.0,0,3,2,1,2,1,20.3,19.8
USA,United States of America,High income,Region of the Americas,2020,72.2,27.5,64.35,14.37,16.78,2.41,2.09,14.2,4511929.0,2020.0,275936367.0,81881.0,259314638.0,8347435.0,7285972.0,1006469.0,2020.0,2040.0,2,1,2,1,2,2,11.5,12.5
URY,Uruguay,High income,Region of the Americas,2021,79.0,21.0,27.6,51.6,12.2,6.5,2.1,13.0,16646.0,2021.0,2645493.0,77212.26643628914,1670848.0,244394.0,95786.0,19225.0,2021.0,2030.0,1,3,3,2,3,3,17.1,13.5
UZB,Uzbekistan,Lower middle income,European Region,2021,99.0,1.0,35.25,15.4,24.0,2.5,7.799999999999999,9.3,18196.0,2022.0,2371968.5,30510.00001841328,1670848.0,244394.0,95786.0,19225.0,2021.0,2022.0,4,1,1,2,1,1,10.4,9.7
VEN,Venezuela (Bolivarian Republic of),,Region of the Americas,2021,79.0,20.74,2.6,3.9,15.3,0.8,77.4,13.2,16646.0,2021.0,2371968.5,30510.00001841328,1670848.0,244394.0,95786.0,19225.0,2021.0,2030.0,1,1,1,2,3,1,30.5,22.1
VNM,Viet Nam,Lower middle income,Western Pacific Region,2021,80.4,19.6,35.25,57.44,0.0,2.5,7.31,17.7,16646.0,2021.0,75353485.0,77310.97650492142,428841.0,70113559.0,95786.0,19225.0,2021.0,2030.0,4,1,3,3,2,1,33.4,26.8
YEM,Yemen,Low income,Eastern Mediterranean Region,2021,86.33,13.67,35.25,15.4,24.0,2.5,7.799999999999999,29.8,16646.0,2021.0,2371968.5,30510.00001841328,1670848.0,244394.0,95786.0,19225.0,2021.0,2030.0,0,1,1,1,3,1,25.4,28.4
ZMB,Zambia,Low income,African Region,2021,79.0,20.74,35.0,5.0,0.0,12.0,48.0,17.1,9982.0,2015.0,899186.0,4617.574220881343,27979.0,3287.0,7282.0,665.0,2021.0,2026.0,0,2,1,2,3,1,17.7,14.6
ZWE,Zimbabwe,Lower middle income,African Region,2021,86.4,13.6,26.7,10.2,13.7,12.2,37.2,29.9,176286.0,2017.0,15630004.0,97727.08003564444,1670848.0,244394.0,95786.0,19225.0,2021.0,2030.0,2,1,2,3,2,1,27.0,23.0
